3629344,http://g1.globo.com/fantastico/noticia/2013/01/reverendo-conta-intimidades-da-vida-do-casal-matsunaga.html,1
3629344,http://g1.globo.com/bemestar/noticia/2012/12/fazer-exercicio-fisico-pode-se-tornar-um-habito-prazeroso-e-divertido.html,1
3629344,http://g1.globo.com/fantastico/noticia/2013/01/nao-me-sinto-culpado-diz-dono-de-restaurante-acusado-de-matar-cliente.html,1
21013728,http://g1.globo.com/mundo/noticia/2013/01/tunel-clandestino-em-construcao-e-descoberto-em-fronteira-mexico-eua.html,1
21013728,http://g1.globo.com/ciencia-e-saude/noticia/2013/01/conheca-algumas-das-dietas-milagrosas-mais-estranhas-da-historia.html,1
500052977,http://g1.globo.com/sp/santos-regiao/noticia/2013/01/mulher-atingida-por-raio-em-bertioga-sp-deve-ser-enterrada-em-portugal.html,1
500647016,http://g1.globo.com/sao-paulo/noticia/2012/09/comecam-inscricoes-para-edicao-2013-do-world-bike-tour-sp.html,1
500687141,http://g1.globo.com/politica/noticia/2013/01/cachoeira-e-andressa-passam-lua-de-mel-na-bahia.html,2
500687141,http://g1.globo.com/concursos-e-emprego/noticia/2013/01/concursos-com-inscricoes-abertas-somam-206-mil-vagas-em-todo-o-pais.html,1
500688201,http://g1.globo.com/musica/noticia/2013/01/academicos-do-sertanejo-estudam-incentivo-bebedeira-em-hits-atuais.html,2
500747418,http://g1.globo.com/carros/noticia/2013/01/veja-o-guia-do-ipva-2013.html,1
500747418,http://g1.globo.com/mg/sul-de-minas/noticia/2012/12/policia-prende-11-motociclistas-por-racha-na-fernao-dias.html,1
500840129,http://g1.globo.com/carros/noticia/2013/01/veja-o-guia-do-ipva-2013.html,1
500840129,http://g1.globo.com/fantastico/noticia/2013/01/fantastico-acompanha-doacoes-de-zeca-pagodinho-aos-abrigos-de-xerem.html,1
500840129,http://g1.globo.com/fantastico/noticia/2013/01/maes-tiram-fotos-sensuais-para-garantir-transporte-escolar-dos-filhos.html,1
